City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (Inches),Snow (Inches)
379,Naze,JP,2020-07-10 10:49:34,28.37,129.48,84.2,94,40,8.05,scattered clouds,0.0,0.0
380,Lorengau,PG,2020-07-10 10:49:41,-2.02,147.27,82.65,77,96,8.86,overcast clouds,0.0,0.0
381,Clyde River,CA,2020-07-10 10:55:59,70.47,-68.59,53.6,62,1,6.93,clear sky,0.0,0.0
382,Ambovombe,MG,2020-07-10 10:55:59,-25.17,46.08,76.28,47,0,8.14,clear sky,0.0,0.0
383,Innisfail,AU,2020-07-10 10:55:59,-17.53,146.03,69.37,86,19,4.88,few clouds,0.0,0.0
384,Sao Filipe,CV,2020-07-10 10:55:59,14.9,-24.5,76.44,78,69,9.53,broken clouds,0.0,0.0
385,Ketchikan,US,2020-07-10 10:49:50,55.34,-131.65,55.4,93,90,14.99,moderate rain,0.1,0.0
386,Xuanhua,CN,2020-07-10 10:56:00,40.61,115.04,74.25,66,28,8.88,light rain,0.0,0.0
387,Banda Aceh,ID,2020-07-10 10:56:00,5.56,95.32,81.75,75,100,2.84,overcast clouds,0.0,0.0
388,Sarkand,KZ,2020-07-10 10:49:20,45.41,79.92,79.7,29,97,6.02,light rain,0.0,0.0
389,Bandarbeyla,SO,2020-07-10 10:56:00,9.49,50.81,93.51,40,100,27.78,overcast clouds,0.0,0.0
390,Jardim,BR,2020-07-10 10:56:00,-21.48,-56.14,57.52,72,98,4.54,overcast clouds,0.0,0.0
391,Kerema,PG,2020-07-10 10:49:49,-7.96,145.78,79.65,88,81,5.39,light rain,0.0,0.0
392,Port Antonio,JM,2020-07-10 10:56:01,18.18,-76.46,82.4,65,20,11.41,few clouds,0.0,0.0
393,Coquimbo,CL,2020-07-10 10:49:36,-29.95,-71.34,48.2,70,23,2.24,few clouds,0.0,0.0
394,Poltavka,RU,2020-07-10 10:56:01,54.37,71.76,74.39,51,1,14.81,clear sky,0.0,0.0
395,Teguise,ES,2020-07-10 10:56:01,29.06,-13.56,78.8,57,20,24.16,few clouds,0.0,0.0
396,Dudinka,RU,2020-07-10 10:56:01,69.41,86.18,64.4,59,0,33.55,clear sky,0.0,0.0
397,Port Blair,IN,2020-07-10 10:54:09,11.67,92.75,84.0,76,99,13.11,overcast clouds,0.0,0.0
398,Conneaut,US,2020-07-10 10:56:01,41.95,-80.55,75.0,88,1,6.93,clear sky,0.0,0.0
399,Campeche,MX,2020-07-10 10:56:02,19.0,-90.5,72.41,98,94,1.9,overcast clouds,0.0,0.0
400,Asau,RO,2020-07-10 10:49:31,46.43,26.4,84.0,45,20,8.05,few clouds,0.0,0.0
401,Cam Ranh,VN,2020-07-10 10:56:02,11.92,109.16,91.4,66,20,12.75,few clouds,0.0,0.0
402,Karpathos,GR,2020-07-10 10:56:02,35.51,27.21,82.4,61,20,28.86,few clouds,0.0,0.0
403,Smidovich,RU,2020-07-10 10:56:02,48.6,133.82,64.45,89,10,3.09,clear sky,0.0,0.0
404,Galbshtadt,RU,2020-07-10 10:56:02,53.23,78.98,73.02,55,39,18.25,scattered clouds,0.0,0.0
405,Kamaishi,JP,2020-07-10 10:48:57,39.27,141.88,75.2,94,75,4.7,light intensity shower rain,0.0,0.0
406,Port Hardy,CA,2020-07-10 10:56:03,50.7,-127.42,54.18,88,85,4.14,overcast clouds,0.0,0.0
407,Tambovka,RU,2020-07-10 10:56:03,50.1,128.05,80.6,61,29,6.71,scattered clouds,0.0,0.0
408,Nizhniy Kuranakh,RU,2020-07-10 10:56:03,58.84,125.49,73.72,67,18,3.06,few clouds,0.0,0.0
409,Isangel,VU,2020-07-10 10:49:49,-19.55,169.27,70.74,81,29,18.52,scattered clouds,0.0,0.0
410,Hauterive,FR,2020-07-10 10:56:03,46.09,3.45,80.6,42,75,3.36,broken clouds,0.0,0.0
411,Touho,NC,2020-07-10 10:56:03,-20.78,165.23,68.5,74,2,22.15,clear sky,0.0,0.0
412,Shostka,UA,2020-07-10 10:56:04,51.86,33.47,71.1,59,32,7.81,scattered clouds,0.0,0.0
413,Grants,US,2020-07-10 10:56:04,35.15,-107.85,68.0,28,1,6.93,clear sky,0.0,0.0
414,Tabou,CI,2020-07-10 10:49:18,4.42,-7.35,78.24,78,100,10.11,overcast clouds,0.0,0.0
415,Westport,US,2020-07-10 10:56:04,41.14,-73.36,73.99,94,90,8.05,overcast clouds,0.0,0.0
416,Changping,CN,2020-07-10 10:56:04,40.22,116.22,82.0,73,13,6.71,few clouds,0.0,0.0
417,Batagay-Alyta,RU,2020-07-10 10:49:32,67.8,130.41,69.31,41,71,5.39,broken clouds,0.0,0.0
418,Sesheke,ZM,2020-07-10 10:56:05,-17.48,24.3,80.6,36,0,6.93,clear sky,0.0,0.0
419,Angoche,MZ,2020-07-10 10:56:05,-16.23,39.91,79.9,60,1,7.54,clear sky,0.0,0.0
420,Ankang,CN,2020-07-10 10:56:05,32.68,109.02,75.78,86,100,3.15,moderate rain,0.0,0.0
421,Talikota,IN,2020-07-10 10:56:05,16.48,76.32,84.92,61,100,15.84,overcast clouds,0.0,0.0
422,Meulaboh,ID,2020-07-10 10:56:05,4.14,96.13,82.08,78,100,3.13,light rain,0.0,0.0
423,Murray Bridge,AU,2020-07-10 10:56:05,-35.12,139.27,51.01,91,99,1.01,overcast clouds,0.0,0.0
424,Narathiwat,TH,2020-07-10 10:56:06,6.33,101.75,86.0,70,20,3.36,few clouds,0.0,0.0
425,Kruisfontein,ZA,2020-07-10 10:49:29,-34.0,24.73,65.62,42,48,5.7,scattered clouds,0.0,0.0
426,Buraydah,SA,2020-07-10 10:56:06,26.33,43.98,107.6,15,0,4.7,clear sky,0.0,0.0
427,Guerrero Negro,MX,2020-07-10 10:56:06,27.98,-114.06,66.04,76,2,3.89,clear sky,0.0,0.0
428,Tautira,PF,2020-07-10 10:49:34,-17.73,-149.15,75.2,69,75,4.7,broken clouds,0.0,0.0
429,Ayios Nikolaos,GR,2020-07-10 10:56:06,38.42,23.65,84.0,34,20,11.41,few clouds,0.0,0.0
430,Sao Joao Da Barra,BR,2020-07-10 10:44:33,-21.64,-41.05,69.8,83,75,16.11,broken clouds,0.0,0.0
431,San Rafael,AR,2020-07-10 10:56:07,-34.62,-68.33,44.22,56,62,3.24,broken clouds,0.0,0.0
432,Omboue,GA,2020-07-10 10:56:07,-1.57,9.26,77.49,69,97,7.31,overcast clouds,0.0,0.0
433,Daru,PG,2020-07-10 10:56:07,-9.08,143.21,78.13,89,100,19.26,light rain,0.0,0.0
434,La Palma,US,2020-07-10 10:51:15,33.85,-118.05,66.2,82,90,3.36,overcast clouds,0.0,0.0
435,Muros,ES,2020-07-10 10:56:08,42.78,-9.06,72.0,61,7,11.01,clear sky,0.0,0.0
436,Porto Novo,BJ,2020-07-10 10:56:08,6.5,2.6,80.6,83,20,13.87,few clouds,0.0,0.0
437,Quelimane,MZ,2020-07-10 10:56:08,-17.88,36.89,80.6,65,40,3.36,scattered clouds,0.0,0.0
438,Belmonte,BR,2020-07-10 10:50:05,-15.86,-38.88,66.2,93,20,6.93,fog,0.0,0.0
439,Sirtich,RU,2020-07-10 10:56:08,41.83,48.23,83.98,47,98,11.7,light rain,0.0,0.0
440,La Rioja,ES,2020-07-10 10:56:08,42.25,-2.5,77.0,50,40,9.17,scattered clouds,0.0,0.0
441,Poopo,BO,2020-07-10 10:56:08,-18.37,-66.97,25.59,75,49,1.57,scattered clouds,0.0,0.0
442,Verkhnyaya Inta,RU,2020-07-10 10:56:08,65.98,60.31,91.76,39,12,13.65,few clouds,0.0,0.0
443,Avera,US,2020-07-10 10:56:09,33.19,-82.53,73.4,85,1,4.7,clear sky,0.0,0.0
444,Smithers,CA,2020-07-10 10:56:09,54.78,-127.17,51.8,81,20,3.36,few clouds,0.0,0.0
445,Mranggen,ID,2020-07-10 10:56:09,-7.03,110.52,86.0,70,20,6.93,few clouds,0.0,0.0
446,Emmett,US,2020-07-10 10:49:19,43.87,-116.5,66.0,59,27,6.2,scattered clouds,0.0,0.0
447,Tirukkoyilur,IN,2020-07-10 10:56:09,11.95,79.2,89.58,51,100,6.22,overcast clouds,0.0,0.0
448,Barra Patuca,HN,2020-07-10 10:48:48,15.8,-84.28,76.62,89,74,2.35,broken clouds,0.0,0.0
449,Baishishan,CN,2020-07-10 10:56:09,43.58,127.57,71.67,64,100,7.2,overcast clouds,0.0,0.0
450,Sioux Lookout,CA,2020-07-10 10:49:41,50.1,-91.92,62.6,88,40,5.82,scattered clouds,0.0,0.0
451,Minden,DE,2020-07-10 10:56:10,52.28,8.92,64.4,88,75,12.75,shower rain,0.0,0.0
452,Meadow Lake,US,2020-07-10 10:45:19,34.8,-106.54,78.8,16,1,4.7,clear sky,0.0,0.0
453,Ghanzi,BW,2020-07-10 10:55:04,-21.57,21.78,79.3,17,0,17.18,clear sky,0.0,0.0
454,Teya,RU,2020-07-10 10:56:10,60.38,92.63,56.86,88,99,0.67,light rain,0.0,0.0
455,Tekkali,IN,2020-07-10 10:56:10,18.62,84.23,89.76,64,82,14.47,broken clouds,0.0,0.0
456,Samana,DO,2020-07-10 10:56:10,19.21,-69.34,78.8,86,31,8.34,scattered clouds,0.0,0.0
457,Ust-Karsk,RU,2020-07-10 10:56:11,52.7,118.81,85.3,36,16,3.8,few clouds,0.0,0.0
458,Kamenka,RU,2020-07-10 10:56:11,51.32,42.77,79.0,39,0,11.01,clear sky,0.0,0.0
459,Urgut,UZ,2020-07-10 10:56:11,39.4,67.24,95.0,17,20,13.87,few clouds,0.0,0.0
460,Mahebourg,MU,2020-07-10 10:56:11,-20.41,57.7,73.4,69,40,18.34,scattered clouds,0.0,0.0
461,Kitimat,CA,2020-07-10 10:56:11,54.05,-128.65,54.43,80,100,2.66,overcast clouds,0.0,0.0
462,Petropavlovsk-Kamchatskiy,RU,2020-07-10 10:56:11,53.05,158.65,53.6,100,75,6.71,broken clouds,0.0,0.0
463,Adrar,MR,2020-07-10 10:50:11,20.5,-10.07,99.81,8,22,3.06,few clouds,0.0,0.0
464,Nanortalik,GL,2020-07-10 10:56:12,60.14,-45.24,44.96,94,100,8.03,overcast clouds,0.0,0.0
465,Acari,PE,2020-07-10 10:56:12,-15.43,-74.62,56.88,68,48,2.84,scattered clouds,0.0,0.0
466,Sur,OM,2020-07-10 10:49:16,22.57,59.53,95.38,44,67,6.76,broken clouds,0.0,0.0
467,Hualmay,PE,2020-07-10 10:49:12,-11.1,-77.61,59.63,84,96,7.9,overcast clouds,0.0,0.0
468,Iqaluit,CA,2020-07-10 10:56:12,63.75,-68.51,42.8,87,40,2.24,scattered clouds,0.0,0.0
469,Maldonado,UY,2020-07-10 10:49:50,-34.67,-54.92,51.01,87,52,5.82,broken clouds,0.0,0.0
470,Lerwick,GB,2020-07-10 10:53:32,60.15,-1.15,55.4,76,40,10.29,scattered clouds,0.0,0.0
471,Oussouye,SN,2020-07-10 10:56:13,12.48,-16.55,86.0,79,40,4.7,scattered clouds,0.0,0.0
472,Neryungri,RU,2020-07-10 10:56:13,56.67,124.65,72.75,77,61,4.61,light rain,0.0,0.0
473,Atlantis,ZA,2020-07-10 10:56:13,-33.57,18.48,55.0,98,99,18.16,moderate rain,0.1,0.0
474,Tezu,IN,2020-07-10 10:56:13,27.92,96.17,74.46,87,100,5.03,heavy intensity rain,0.3,0.0
475,Noumea,NC,2020-07-10 10:49:28,-22.28,166.46,68.0,52,38,4.7,scattered clouds,0.0,0.0
476,Narsaq,GL,2020-07-10 10:56:13,60.92,-46.05,46.4,93,90,4.7,light intensity drizzle rain,0.0,0.0
477,Hobyo,SO,2020-07-10 10:49:34,5.35,48.53,83.23,65,93,29.95,overcast clouds,0.0,0.0
478,Vila Velha,BR,2020-07-10 10:49:40,-20.33,-40.29,75.0,83,40,12.75,scattered clouds,0.0,0.0
479,Sa Kaeo,TH,2020-07-10 10:56:14,13.81,102.07,86.38,77,100,5.82,light rain,0.0,0.0
480,Mattru,SL,2020-07-10 10:56:14,7.62,-11.83,74.68,95,100,4.18,moderate rain,0.0,0.0
481,Fairbanks,US,2020-07-10 10:51:27,64.84,-147.72,55.4,93,90,3.36,light rain,0.0,0.0
482,Bokoro,TD,2020-07-10 10:49:37,12.38,17.06,86.72,52,94,12.75,overcast clouds,0.0,0.0
483,Lagoa Formosa,BR,2020-07-10 10:53:06,-18.78,-46.41,55.0,100,3,3.27,clear sky,0.0,0.0
484,Naples,IT,2020-07-10 10:56:14,40.83,14.25,87.01,48,0,8.05,clear sky,0.0,0.0
485,Kunming,CN,2020-07-10 10:52:54,25.04,102.72,72.0,83,90,20.13,overcast clouds,0.0,0.0
486,Wagar,SD,2020-07-10 10:56:15,16.15,36.2,98.53,28,0,8.63,clear sky,0.0,0.0
487,Ghatampur,IN,2020-07-10 10:56:15,26.17,80.17,98.4,46,98,16.91,overcast clouds,0.0,0.0
488,Krasnoselkup,RU,2020-07-10 10:49:05,65.7,82.47,74.8,42,43,14.81,scattered clouds,0.0,0.0
489,Marfino,RU,2020-07-10 10:56:15,55.7,37.38,71.01,45,0,8.95,clear sky,0.0,0.0
490,Pundaguitan,PH,2020-07-10 10:56:15,6.37,126.17,83.44,75,100,11.59,moderate rain,0.0,0.0
491,Bayshore Gardens,US,2020-07-10 10:56:15,27.43,-82.59,84.2,74,20,13.87,few clouds,0.0,0.0
492,The Valley,AI,2020-07-10 10:56:14,18.22,-63.06,82.4,74,40,11.41,scattered clouds,0.0,0.0
493,Altus,US,2020-07-10 10:55:10,34.64,-99.33,78.8,74,1,11.41,clear sky,0.0,0.0
494,Serpa,PT,2020-07-10 10:56:16,37.95,-7.6,80.6,47,0,4.7,clear sky,0.0,0.0
495,Vanavara,RU,2020-07-10 10:56:16,60.34,102.28,70.97,41,59,5.99,broken clouds,0.0,0.0
496,Roma,US,2020-07-10 10:56:16,43.21,-75.46,73.0,83,1,4.7,clear sky,0.0,0.0
497,Mchinji,MW,2020-07-10 10:56:16,-13.8,32.88,79.7,40,13,6.6,few clouds,0.0,0.0
498,Praya,CV,2020-07-10 10:48:49,14.92,-23.51,80.6,69,20,2.24,few clouds,0.0,0.0
499,Halifax,CA,2020-07-10 10:52:58,44.65,-63.57,73.99,100,20,1.7,few clouds,0.0,0.0
500,Lahij,YE,2020-07-10 10:49:26,13.17,44.58,104.04,22,40,3.58,scattered clouds,0.0,0.0
501,Sorong,ID,2020-07-10 10:56:17,-0.88,131.25,80.44,77,69,3.69,light rain,0.0,0.0
502,Copiapo,CL,2020-07-10 10:56:17,-27.37,-70.33,53.6,81,0,14.99,clear sky,0.0,0.0
503,Luganville,VU,2020-07-10 10:56:17,-15.53,167.17,77.36,83,83,16.04,light rain,0.0,0.0
504,Ilhabela,BR,2020-07-10 10:47:48,-23.78,-45.36,64.6,71,75,2.48,broken clouds,0.0,0.0
505,Kraskino,RU,2020-07-10 10:56:17,42.71,130.78,65.75,93,100,1.5,overcast clouds,0.0,0.0
506,Sao Miguel Do Araguaia,BR,2020-07-10 10:56:17,-13.28,-50.16,68.41,49,0,4.56,clear sky,0.0,0.0
507,Camacha,PT,2020-07-10 10:48:54,33.08,-16.33,71.6,78,40,12.75,scattered clouds,0.0,0.0
508,Khash,IR,2020-07-10 10:56:18,28.22,61.22,99.32,8,0,13.29,clear sky,0.0,0.0
509,Vao,NC,2020-07-10 10:49:11,-22.67,167.48,68.38,69,61,22.15,broken clouds,0.0,0.0
510,Matay,EG,2020-07-10 10:56:18,28.42,30.78,98.69,19,4,11.59,clear sky,0.0,0.0
511,Kars,TR,2020-07-10 10:52:31,40.6,43.09,68.0,72,75,11.41,thunderstorm with light rain,0.0,0.0
512,Gotsu,JP,2020-07-10 10:56:18,35.0,132.22,77.0,88,75,12.75,light intensity shower rain,0.0,0.0
513,Villamontes,BO,2020-07-10 10:56:18,-21.25,-63.5,47.97,87,0,6.78,clear sky,0.0,0.0
514,Whitehorse,CA,2020-07-10 10:56:19,60.72,-135.05,48.2,76,40,5.82,scattered clouds,0.0,0.0
515,Lukovetskiy,RU,2020-07-10 10:56:19,64.3,41.92,68.0,52,40,6.71,scattered clouds,0.0,0.0
516,Cumra,TR,2020-07-10 10:56:19,37.57,32.77,83.17,30,0,11.86,clear sky,0.0,0.0
517,Beringovskiy,RU,2020-07-10 10:49:25,63.05,179.32,54.73,71,97,1.7,overcast clouds,0.0,0.0
518,Staraya Toropa,RU,2020-07-10 10:56:19,56.28,31.67,65.59,60,78,10.38,light rain,0.0,0.0
519,Todos Santos,MX,2020-07-10 10:56:19,23.45,-110.22,78.01,81,57,1.48,broken clouds,0.0,0.0
520,Lyngseidet,NO,2020-07-10 10:56:20,69.58,20.22,55.4,58,40,16.11,scattered clouds,0.0,0.0
521,Castelnaudary,FR,2020-07-10 10:56:20,43.32,1.95,79.0,57,81,17.22,broken clouds,0.0,0.0
522,Sarh,TD,2020-07-10 10:56:20,9.14,18.39,80.6,69,40,8.05,scattered clouds,0.0,0.0
523,Forlev,DK,2020-07-10 10:56:20,55.38,11.28,57.99,93,93,1.12,light rain,0.0,0.0
524,Cap Malheureux,MU,2020-07-10 10:56:20,-19.98,57.61,75.99,58,24,14.0,few clouds,0.0,0.0
525,Sape,BR,2020-07-10 10:56:20,-7.1,-35.23,75.2,94,20,4.7,few clouds,0.0,0.0
526,Aubenas,FR,2020-07-10 10:56:21,44.62,4.39,91.0,39,0,3.0,light rain,0.0,0.0
527,Balabac,PH,2020-07-10 10:49:56,7.99,117.06,82.87,77,93,6.76,overcast clouds,0.0,0.0
528,Yulara,AU,2020-07-10 10:49:06,-25.24,130.99,62.6,27,90,8.05,overcast clouds,0.0,0.0
529,Svetlyy,RU,2020-07-10 10:56:21,54.67,20.13,64.4,82,75,11.18,broken clouds,0.0,0.0
530,Raigarh,IN,2020-07-10 10:56:21,21.9,83.4,87.8,74,75,5.82,broken clouds,0.0,0.0
531,Genhe,CN,2020-07-10 10:56:21,50.78,121.52,76.62,37,0,2.55,clear sky,0.0,0.0
532,Saint George,US,2020-07-10 10:47:36,37.1,-113.58,77.0,10,1,3.36,clear sky,0.0,0.0
533,Kuusamo,FI,2020-07-10 10:56:22,65.97,29.18,55.4,66,23,11.41,light rain,0.0,0.0
534,Polovinnoye,RU,2020-07-10 10:56:22,54.79,65.99,87.49,53,0,10.56,clear sky,0.0,0.0
535,Magadi,IN,2020-07-10 10:56:22,12.97,77.23,82.4,65,75,6.93,broken clouds,0.0,0.0
536,Aroeiras,BR,2020-07-10 10:56:22,-7.55,-35.71,73.96,83,11,7.2,few clouds,0.0,0.0
537,Liverpool,GB,2020-07-10 10:56:22,53.41,-2.98,59.0,71,75,20.8,broken clouds,0.0,0.0
538,Huilong,CN,2020-07-10 10:56:23,31.81,121.66,87.01,98,58,1.99,broken clouds,0.0,0.0
539,Guhagar,IN,2020-07-10 10:56:23,17.48,73.19,82.98,76,100,7.72,light rain,0.0,0.0
540,Tumaco,CO,2020-07-10 10:56:23,1.8,-78.82,75.49,90,100,11.03,light rain,0.0,0.0
541,Bonavista,CA,2020-07-10 10:56:23,48.65,-53.11,52.0,81,100,1.01,overcast clouds,0.0,0.0
542,Saint Stephen,GB,2020-07-10 10:50:11,50.33,-4.9,59.0,76,40,16.11,scattered clouds,0.0,0.0
543,Komsomolskiy,UZ,2020-07-10 10:56:23,40.43,71.72,91.4,21,52,16.11,broken clouds,0.0,0.0
544,Dandeli,IN,2020-07-10 10:56:24,15.27,74.62,80.6,74,75,8.05,broken clouds,0.0,0.0
545,Pacific Grove,US,2020-07-10 10:56:24,36.62,-121.92,55.99,82,1,3.36,clear sky,0.0,0.0
546,Farafangana,MG,2020-07-10 10:56:24,-22.82,47.83,69.44,82,26,8.14,light rain,0.0,0.0
547,Mildura,AU,2020-07-10 10:56:24,-34.2,142.15,48.2,66,0,3.13,clear sky,0.0,0.0
548,Turtas,RU,2020-07-10 10:56:24,58.94,69.13,78.12,35,0,8.77,clear sky,0.0,0.0
549,Mehamn,NO,2020-07-10 10:56:24,71.04,27.85,46.4,87,75,14.99,light intensity shower rain,0.0,0.0
550,Tanout,NE,2020-07-10 10:56:25,14.97,8.89,100.17,23,100,14.45,overcast clouds,0.0,0.0
551,Rudbar,AF,2020-07-10 10:56:25,30.15,62.6,108.86,7,0,21.59,clear sky,0.0,0.0
552,Aswan,EG,2020-07-10 10:54:05,24.09,32.91,105.06,14,0,11.32,clear sky,0.0,0.0
553,Belvedere Marittimo,IT,2020-07-10 10:56:25,39.62,15.86,91.0,18,2,3.0,clear sky,0.0,0.0
554,Suleja,NG,2020-07-10 10:56:25,9.18,7.18,74.3,89,100,6.62,overcast clouds,0.0,0.0
555,Norrtalje,SE,2020-07-10 10:56:26,59.76,18.7,66.99,61,42,4.0,light rain,0.0,0.0
556,Russell,US,2020-07-10 10:49:40,32.35,-85.2,75.2,94,75,4.05,light rain,0.0,0.0
557,Bulgan,MN,2020-07-10 10:49:02,48.81,103.53,63.84,70,100,2.64,light rain,0.0,0.0
558,Herat,AF,2020-07-10 10:56:26,34.5,62.0,100.4,12,0,17.22,clear sky,0.0,0.0
559,Mago,RU,2020-07-10 10:56:26,53.25,140.18,56.7,84,71,4.29,broken clouds,0.0,0.0
560,Caraballeda,VE,2020-07-10 10:56:27,10.61,-66.85,70.0,79,14,6.69,few clouds,0.0,0.0
561,El Ocotito,MX,2020-07-10 10:56:27,17.25,-99.57,68.92,82,65,4.99,broken clouds,0.0,0.0
562,Arlit,NE,2020-07-10 10:55:04,18.74,7.39,103.3,17,2,5.06,clear sky,0.0,0.0
563,Kibakwe,TZ,2020-07-10 10:56:28,-6.72,36.37,68.54,75,96,3.29,light rain,0.0,0.0
564,Lesnoye,RU,2020-07-10 10:56:28,58.28,35.52,66.72,56,13,9.57,light rain,0.0,0.0
565,Aberdeen,GB,2020-07-10 10:54:07,57.14,-2.1,60.01,54,40,10.29,scattered clouds,0.0,0.0
566,Svetlogorsk,BY,2020-07-10 10:56:28,52.63,29.73,72.99,61,36,14.54,scattered clouds,0.0,0.0
567,Neiafu,TO,2020-07-10 10:56:28,-18.65,-173.98,76.98,73,29,23.15,scattered clouds,0.0,0.0
568,Saint-Georges,GD,2020-07-10 10:56:28,12.06,-61.75,78.8,94,40,9.17,scattered clouds,0.0,0.0
569,Nogliki,RU,2020-07-10 10:56:28,51.83,143.17,50.13,94,93,5.7,overcast clouds,0.0,0.0
570,Mitu,CO,2020-07-10 10:56:29,1.2,-70.17,70.27,98,100,0.81,light rain,0.0,0.0
